38|956
38|962
38|941
38|74
38|36
38|53
38|48
38|29
38|46
38|40
38|60
38|31
38|41
38|6
38|4
38|547
38|832
38|129
38|915
38|921
38|507
38|501
38|839
38|99
38|452
38|457
38|453
38|131
38|462
38|416
38|414
38|417
38|415
38|109
38|119
38|70
38|361
38|604
38|69
38|422
38|47
38|378
38|643
38|592
38|576
38|606
38|724
38|672
38|711
38|609
38|590
38|305
38|441
38|519
38|480
38|498
38|896
38|236
38|134
38|132
38|429
38|146
38|145
38|98
38|169
38|102
38|123
38|766
38|492
38|229
38|328
38|207
38|334
38|534
38|347
38|303
38|977
38|75
38|884
38|336
38|688
38|135
534|141
534|169
534|905
534|789
534|814
534|194
534|38
534|941
941|481
941|510
941|956
941|954
941|965
941|929
941|930
941|947
941|945
941|944
941|962
941|935
941|951
941|960
941|942
941|938
941|71
941|62
941|52
941|38
941|29
941|31
941|43
941|833
941|857
941|7
941|4
941|3
941|799
941|773
941|109
941|844
941|848
941|541
941|712
941|778
941|174
941|471
941|568
941|782
941|911
941|953
941|438
941|943
941|100
941|507
941|979
941|987
941|244
941|983
941|534
941|347
941|495
941|587
941|59
941|863
941|621
941|314
941|628
941|861
941|50
941|602
941|825
941|402
941|416
347|366
347|377
347|465
347|240
347|191
347|326
347|186
347|352
347|219
347|311
347|300
347|277
347|292
347|351
347|309
347|230
347|505
347|503
347|502
347|886
347|882
347|76
347|986
347|978
347|991
347|589
347|663
347|755
347|613
347|654
347|647
347|565
347|610
347|713
347|557
347|338
347|896
347|8
347|81
347|838
347|379
347|797
347|135
347|168
347|726
347|151
347|157
347|461
347|193
347|304
347|835
347|179
347|266
347|287
347|221
347|365
347|367
347|368
347|73
347|312
347|38
347|941
347|495
347|540
347|336
347|863
347|43
303|165
303|814
303|819
303|810
303|565
303|702
303|655
303|896
303|38
977|38
495|721
495|660
495|562
495|659
495|754
495|693
495|552
495|599
495|629
495|174
495|780
495|773
495|785
495|782
495|777
495|441
495|437
495|304
495|240
495|344
495|219
495|310
495|918
495|365
495|405
495|417
495|430
495|894
495|458
495|488
495|385
495|479
495|584
495|427
495|463
495|862
495|500
495|101
495|855
495|746
495|950
495|831
495|182
495|899
495|965
495|424
495|808
495|351
495|941
495|347
495|884
495|540
495|336
495|688
75|38
884|377
884|310
884|227
884|338
884|316
884|510
884|844
884|669
884|541
884|756
884|38
884|495
540|723
540|541
540|797
540|304
540|347
540|495
336|492
336|812
336|810
336|402
336|524
336|146
336|378
336|385
336|379
336|364
336|398
336|396
336|389
336|465
336|835
336|339
336|200
336|318
336|334
336|193
336|273
336|211
336|262
336|233
336|229
336|246
336|238
336|337
336|320
336|222
336|260
336|297
336|281
336|315
336|272
336|253
336|323
336|197
336|348
336|277
336|878
336|885
336|993
336|745
336|304
336|395
336|410
336|405
336|512
336|463
336|855
336|530
336|831
336|599
336|767
336|119
336|505
336|899
336|773
336|780
336|789
336|793
336|794
336|152
336|814
336|819
336|820
336|991
336|836
336|844
336|679
336|849
336|474
336|298
336|460
336|756
336|120
336|549
336|161
336|872
336|962
336|886
336|863
336|406
336|904
336|908
336|969
336|958
336|38
336|347
336|495
336|135
336|59
336|621
336|875
336|746
336|50
336|109
336|790
405|415
405|169
405|803
405|463
405|904
405|23
405|812
405|402
405|409
405|406
405|404
405|410
405|407
405|22
405|21
405|0
405|525
405|530
405|538
405|450
405|146
405|153
405|379
405|364
405|377
405|367
405|467
405|310
405|200
405|334
405|283
405|228
405|350
405|294
405|262
405|324
405|562
405|838
405|149
405|165
405|180
405|326
405|191
405|265
405|835
405|240
405|370
405|73
405|107
405|876
405|660
405|448
405|311
405|417
405|435
405|430
405|316
405|458
405|454
405|426
405|78
405|495
405|427
405|862
405|870
405|225
405|539
405|119
405|336
405|899
405|773
405|785
405|135
405|587
405|139
405|422
405|728
405|72
405|790
405|357
405|232
405|216
688|756
688|752
688|755
688|426
688|848
688|782
688|38
688|495
135|953
135|31
135|918
135|507
135|8
135|875
